Class,_RMSenergy_Mean,_Lowenergy_Mean,_Fluctuation_Mean,_Tempo_Mean,_MFCC_Mean_1,_MFCC_Mean_2,_MFCC_Mean_3,_MFCC_Mean_4,_MFCC_Mean_5,_MFCC_Mean_6,_MFCC_Mean_7,_MFCC_Mean_8,_MFCC_Mean_9,_MFCC_Mean_10,_MFCC_Mean_11,_MFCC_Mean_12,_MFCC_Mean_13,_Roughness_Mean,_Roughness_Slope,_Zero-crossingrate_Mean,_AttackTime_Mean,_AttackTime_Slope,_Rolloff_Mean,_Eventdensity_Mean,_Pulseclarity_Mean,_Brightness_Mean,_Spectralcentroid_Mean,_Spectralspread_Mean,_Spectralskewness_Mean,_Spectralkurtosis_Mean,_Spectralflatness_Mean,_EntropyofSpectrum_Mean,_Chromagram_Mean_1,_Chromagram_Mean_2,_Chromagram_Mean_3,_Chromagram_Mean_4,_Chromagram_Mean_5,_Chromagram_Mean_6,_Chromagram_Mean_7,_Chromagram_Mean_8,_Chromagram_Mean_9,_Chromagram_Mean_10,_Chromagram_Mean_11,_Chromagram_Mean_12,_HarmonicChangeDetectionFunction_Mean,_HarmonicChangeDetectionFunction_Std,_HarmonicChangeDetectionFunction_Slope,_HarmonicChangeDetectionFunction_PeriodFreq,_HarmonicChangeDetectionFunction_PeriodAmp,_HarmonicChangeDetectionFunction_PeriodEntropy
relax,0.7315443868829103,0.9773541601175326,0.1503581065452147,128.14846183452855,0.3373393577195432,0.37821865405882593,0.3519015189402827,0.28400230758004597,0.5121304069862067,0.29226247089724056,0.5676142064449597,0.4874404726377158,0.44026298828339755,0.27310908448960053,0.35580716735791684,0.688847806456439,0.6252292969060952,0.25561118880036227,0.5248330763573065,0.6878467808429473,0.08264867971965706,0.6358400480949837,0.33434406026353836,0.6426496671482899,0.3091852108643708,0.04877947483387024,0.09311439052920933,0.5120212366653455,0.5649306254303704,0.27392084372389786,0.6596481146943435,0.08461998443276003,0.3753685762809892,0.16354819364664283,0.281694255227681,0.41663678632675366,0.22359323440780599,0.3314355861113641,0.5590223814653751,0.3046900108142442,0.5751537319815062,0.1574035917201247,0.5519283348493956,0.531181334787094,0.11791112503182233,0.3007761861323808,0.644268031795135,0.44923865348925185,0.5927864683428272,0.34900370332104486
sad,0.521647446868225,0.46108069115198014,0.7919455154149518,112.72104216506065,0.5844006655188005,0.3970307584693832,0.37809844398187664,0.39186045304509476,0.5986130355945742,0.39475387979493426,0.5724437142241032,1.0188501996613595,0.7177811758579231,0.41849411695803973,0.8003034805409862,0.39798115674461215,0.009531133794463464,0.24797842227064898,0.03230201974353608,0.41212162898967286,0.504604594797388,0.9191093280688207,0.5817318434410407,0.4452248677977839,0.7073513952958723,0.05278382725197128,0.5589036395271415,0.6927162984717417,0.1303534385550396,0.7859385108017323,0.5846241018736036,0.3961780215247997,0.5110156975698789,0.8852705243165164,0.45589352546976375,0.45750317862009676,0.3022819582407293,0.2359737619972711,0.5263030479472002,0.24491451070385517,0.4201686943777234,0.275335025893242,0.5408399667032526,0.3601839418768921,0.7593849860644748,0.3724959002863132,0.43253126617665716,0.25530907105442313,0.38892668498097216,0.594325123261213
angry,0.689247154161338,0.26945866895559367,0.717401480026415,167.78189294024756,0.6033587258059252,0.9691989531395164,0.30655270022410674,0.18883632417214574,0.05531993777393035,0.8740110778722958,0.6635914140885144,0.48610383227238624,0.5699921565799551,0.21862773817540587,1.1114379949042066,0.5323052954938069,0.5273486986512232,0.6814416559746731,0.6202523079341783,0.5559710060697829,0.30238138613867205,0.6178670892839989,0.9705061241187585,0.8363550115387444,0.8982966566598494,0.3721960808922037,0.25259879493535475,0.46855326997508795,0.5139312280721736,0.7735478796177371,0.07688384257129516,0.8823875798651535,0.3575255856718458,0.32609130798880537,0.20641742733526192,0.07023517650497807,0.5539217668258335,0.42537603394274354,0.13203229823245577,0.15092490300871123,0.33754709721533366,0.6635892391773347,0.3797056134957257,0.07668630745204962,0.43856423397851396,0.43181910756308245,0.1742216607353929,0.48642628337054694,0.4422663674478305,0.6740515912033546
happy,0.9622390237363363,0.7816412573869393,0.4327778273612924,44.67370456291649,1.143339950812465,0.5148046085036221,0.5034823229782366,0.49396872822249915,0.5495211901919639,0.4639098970190143,0.35658449827994093,0.36328526468990197,0.4918116824460004,0.36414380721655876,0.3217885543307089,0.5266075569229742,0.43625569564478617,0.8759982471456721,0.162742452098253,0.7728767129806154,0.8115212981244073,0.018347558102037365,0.41432810147991284,0.4071397835010521,0.1481220763205447,0.30554582810228115,0.2223560386335428,0.9380676108559056,0.7339195982868653,0.8178887737485396,0.6804180160108088,0.21773705719569275,0.2863865461411614,0.5160216378031494,0.1625337459374353,0.5520834623428671,0.3452579415597723,0.33343283098457954,0.5041050202553017,0.5233211720601972,0.3324396264891319,0.5714050043245247,0.20048476157067116,0.40375082428201386,0.648275314492096,0.42261339017150246,0.5815332555605295,0.1872216059036742,0.7310067548017253,0.45377446588925274
relax,0.36931924487024015,0.7622523064592224,0.3239140773643102,29.576935181822016,0.11084270661902407,0.65150248783641,0.17989266187592923,0.9386985454960912,0.020482351970930512,0.9241140920725095,0.5527543668006546,0.4758217220324019,0.3637702282977626,0.5997840285880177,0.4905913243937879,0.7758254705041305,0.5285569121655099,0.5375754403654694,0.40909694694653603,0.48576359406973313,0.5769504422230148,0.07245790183584366,0.16295364447357175,0.6858160235056787,0.5427163595319855,0.45400416591183024,0.5046084832663483,0.5868954263404178,0.36506007992265965,0.3054238186494218,0.5489613137744204,0.25540680559624196,0.4674352166159794,0.06165134730668914,0.6329317571575777,0.5031629078326116,0.442645578535688,0.6119491951097477,0.6815976962933886,0.6453820535764608,0.032274935390421394,0.1302976745256288,0.3000238513139434,0.31271256426246763,0.6294147551172807,0.31856404671163363,0.5466916911192696,0.31115426691166936,0.34712054925201297,0.14833472578794443
sad,0.2691916884722739,0.1620788485959166,0.2560316867556668,152.682089830392,0.2626502777920142,1.1580955162093476,0.6233294752202223,0.5462090309237184,0.2854105549546967,0.6750774698522478,0.3560905434405565,0.5305024536613404,1.1400211345671987,0.47598502506883755,0.787318331571419,0.32420589371852815,0.49125287737575957,0.9427001589088775,0.3432582355530581,0.9531121394992321,0.6769379838638688,0.3593833060264331,0.6581019347638802,0.7431386124066824,0.6554524905542991,0.1074438200273859,0.31821570604378285,0.43812034111212383,0.4813916427249884,0.6551680243876695,0.5444252502333135,0.16616391032247468,0.4619898370027121,0.5411474644628926,0.5348594988650305,0.6269255708987974,0.5560312847591565,0.5045421326627304,0.3588541197674708,0.07258887404349934,0.492791153199874,0.39928841588090364,0.4955912145443353,0.11162864938284858,0.2297358648979344,0.7632882133332259,0.49011121153583626,0.6703751743431561,0.5070795940326148,0.5074390348739358
angry,0.7345709514939994,0.3709888179456565,0.5240301942352459,76.88623556474786,0.3913759431419211,0.42270696913284017,0.5555334429084282,0.3803128445841307,0.8139390313933802,0.27634817444512405,0.45328208895966027,0.39006723543145627,0.8617444710884332,0.5491386941278936,0.7579611348671587,0.128609906740757,0.5667625664673147,0.7224076989058592,0.520570997318856,0.7663700937663378,0.37067788747490693,0.852336860046395,1.0747245309048126,0.4092903598900852,0.38862436964980707,0.8633461192794252,0.8948930364326781,0.36928499321168295,0.3949532957260356,0.42955384778487316,0.16388737224143074,0.27033701337895044,0.1932935300531474,0.2554228393200732,0.4106459015400215,0.45465304787435057,0.6966279392637995,0.20550450645209217,0.5549369672652664,0.3823882013694548,0.3956206042205877,0.48377514809034544,0.1913960685439974,0.36770778923068825,0.541613052053264,0.6231128160020372,0.5722921609769546,1.1138250349777237,0.34056500393717104,0.3672507612495456
happy,0.3442148683938089,0.3611307202099363,0.3406532181733706,159.4508265553776,0.8551260619974637,0.35731342656263093,0.2919111067239428,0.617853889096601,0.36194423892975713,0.6582329544388777,0.5507307552128249,0.12106397125069202,0.8868763003325154,0.9489694182738804,0.3468028273789035,0.403074610016004,0.5714663476812263,0.5836141974967562,0.6646360681682076,1.0025511346915874,0.45576319312648766,0.30042568886538656,0.1551701929963682,0.31726749001452026,0.49171825678155073,0.9486394658794469,0.37059717524095714,0.5559469879097246,0.49589427598181196,0.797098318362021,1.1317331064684053,0.36728280676991987,0.2931956372613262,0.631023111582939,0.5603720958140564,0.782788325785016,0.5069810779050452,0.3366188082698804,0.48173419055172595,0.6655790289587508,0.5720687537271455,0.45347241907509633,0.6690575775491542,0.4891579531388121,0.8455397477593818,0.6621774718974107,0.4582204799207864,0.5366784216083307,0.8016272416270892,0.295766082253191
relax,0.5921683272182253,0.40166529691815983,0.5071862057337043,163.92259313036496,0.5477747670049758,0.5116091370390372,0.1600359647550202,0.6865633915068052,0.6613710452852688,1.040813680826365,0.4230554412617499,0.5547875819159847,0.5623459209276889,0.8943633199408686,0.476176116903262,0.5697553814425849,0.6519741274291349,0.5466522807890896,0.3883915963623679,0.5485224982245769,0.7684079374649431,0.24337117514723494,0.533242418536719,0.3249697962652067,0.7987616572312106,0.11920327380405632,0.36026953818210294,0.5943029687661302,0.891381007308585,0.48356243473175303,0.3612001183267004,0.9702892673601475,0.10713897925194932,0.041210421660898444,0.5098327119056882,0.3048254952984745,0.1920395637181989,0.555664853287199,0.4172364098072829,0.30743334828860164,0.145973397194258,0.5195204661254843,0.5781953939106877,0.29337851810148663,0.9616592490119165,0.23247880841846186,0.1186187072688153,0.32702298252968887,0.48860349591112556,0.5608348623306729
sad,0.4396909855359175,0.5880138491285742,0.18711514395238893,172.18823020366298,0.4794622054018578,0.7793239578970319,0.585681336594426,0.614188304788446,0.642441820058051,0.6119271400043287,0.660680689966886,0.8322881325331078,0.5491302924253675,0.6772509393971281,0.4775660764281933,0.8600293038623682,0.3309019244851826,0.9502351082277039,0.48996051233891413,0.14230622447048796,0.5320261037276973,0.3297370856312798,0.7101608872471811,0.3368440051744022,0.3884541416963051,0.027614817263617253,0.38692342018773085,0.10596983165723917,0.10402429412856917,0.6901036640360744,0.696450039662708,0.6063643904462412,0.20050708097814016,0.40468927382755115,0.417140452391517,0.1712691504915731,0.6873862274684511,0.590339243064238,0.3308130336505164,0.4339599043647848,0.447918731455587,0.007548282122072526,0.38241397377602204,0.20342624064404402,0.24959499752627112,0.42972492677851126,0.9494216317123807,0.6602107153167525,0.3572052525543008,0.6431456953390396
angry,0.8498388591465005,0.7311584207281923,0.5149075924800436,67.6531611147213,0.6745558284033975,0.5983713463554374,0.7237983050069331,0.6587929504204924,0.7623881788298338,0.36619119710985804,0.8293485164085814,0.5493999011730999,1.0188152181563164,0.32770304547760803,0.9339909507913123,0.549477695865662,0.3371454990963879,0.3790285414864196,0.41991317295141994,0.6060414866004791,0.6307088720088749,0.3565749990153553,0.4939113519347543,1.035567589652966,0.9318857925251778,0.609080917418508,0.5095008695420501,0.5300078316795653,0.6533794931826041,0.2443018587003986,0.4356558656441637,0.08285398153060253,0.46568258973811416,0.5487363796782161,0.31693302445986266,0.7272908692834599,0.1519090820523924,0.10989249731213539,0.4136384683670642,0.6523892281213164,0.7471984532724665,0.2787303951307167,0.6716769624946786,0.3027420935587854,0.4568431750147951,0.7209149843716681,0.6630807196033549,0.10590196075393765,0.8691350874314739,0.8450228385368629
happy,0.3436093246226176,0.5989508833593522,0.6235075465706847,113.03368829119536,0.36242371153864494,0.33209415801548714,0.4936114822521387,0.7931822548148412,0.6359000386486081,0.4073464169784735,0.6929246776620862,0.21213565515751887,0.7871914250930259,0.06507155530547509,0.40938976464921695,0.22008252634346404,0.17632963106977362,0.7902066968446297,0.3830746996720272,0.586625970432679,0.488269855280204,0.6192602068057804,0.5192054727650638,0.1792519439528576,0.749066704861785,0.3765608542096719,0.11085452533506224,0.39297120975852184,0.8751899476585777,0.7125554355283732,0.4128369663980352,0.4126855739203928,0.32576600671723066,0.8450677548299834,0.4976973030503862,0.4945029791754665,0.5945584635855824,0.45932523055889274,0.32373240646790846,0.3861647419604497,0.3911305207209881,0.3549933391698737,0.5950879697519376,0.3167030719630539,0.6831600193038948,0.4798208549728544,0.5196587975790227,0.0004498288669730899,0.7290819186756203,0.5866221189744982
relax,0.7495025274649131,0.22406384454842232,1.022093676195182,93.0205185922413,0.7770457041843791,0.24002351821861728,0.6531934762656424,0.23664610920658596,0.3440577598260487,0.9785078384666965,0.45232939980916337,0.5543582182949307,0.7175169326721884,0.6239204719931511,0.5376047262858941,0.5912402506165563,1.1008538963095686,0.4855953007416037,0.5502747616787419,0.7626635990019031,0.776381483239496,0.796757576390095,0.6596825555072962,0.2142487718173791,0.908357883075274,0.213413651745328,0.5756588663097583,0.31143103749516055,0.48396541335175186,0.5821906025758702,0.5803393038625683,0.6054801885588212,0.7014113887472313,0.508592322100753,0.36687749299673633,0.6031789360271469,0.6257918449917602,0.15846924082317582,0.48298847278459717,0.578325943363189,0.3452993716553132,0.6105395404445104,0.40360307265144857,0.3280674198880845,0.4567320439290326,0.5038947618953669,0.22593122827619955,0.1399872793514264,0.898626265806243,0.28825966292041805
sad,0.2521519126359232,0.0383475284009287,0.3402595630776244,33.84551032962507,0.9105037900340922,0.7524542723356585,0.32796241370556906,1.0631089513360772,0.7454413717478986,0.4187921541228444,0.12485142871839316,1.0727356431476853,0.152606883309101,0.08865031326077705,0.7556426080024101,1.1099381015848182,0.8460682046276295,0.64097728001309,0.6486885854163215,0.713353889695077,0.6897321474466913,0.570297855992344,0.526050275987969,0.4843517180251194,0.31150885278333096,0.4298312307833065,0.07676079645115363,0.47541509330131254,0.25285222321227063,0.22410267069605722,0.5449735377883697,0.8480005715861498,0.5664372029239089,0.08903078926158445,0.21111376088542808,0.5984342347442928,0.1996416312711276,0.36424635362216096,0.47418408243140603,0.22087930809505488,0.4270261127539801,0.12044996522713869,0.30514015040350845,0.3580416374081373,0.10175156661708268,0.6101186844900998,0.4950905502683297,0.638122488604287,0.5559785335161653,0.841035107493461
angry,0.5313061256619768,0.39264861471868673,0.530574375758071,127.16490145181942,0.5122150175814261,0.5101479228009705,0.3245020780483111,0.3342747706122629,0.14934868205007662,0.9373941857967348,0.18903419115217873,0.32677370055102317,0.32039818360770067,0.7237310942361104,0.42626258042699305,0.8119355181684335,0.33162734393903287,0.5697485405559505,0.29116323668506067,1.036287281943347,0.2031003952426218,0.5774551775567569,0.6584442202330246,0.6034497743628746,0.4536780852805729,0.46754482506664347,0.5109528679947773,0.46324949959287787,0.7409697791987274,1.0526307503978378,0.3606270537480416,0.1575492551052305,0.3710591808593099,0.9493264492560182,0.24996812593482995,0.740544551546981,0.7215853495934237,0.2967556867433897,0.47770431225748433,0.7768462442618197,0.3287559763169823,0.32490535524696057,0.30943521173821703,0.1520652041453468,0.3376806137334982,0.19401493330943587,0.5085208670648065,0.30750669223533966,0.558446477947687,0.11102608844909317
happy,0.5827200580536143,0.7083822404022312,0.0015660893571361467,118.70282849237861,0.8069172481183231,0.19758974532719864,0.9181430967094258,0.6047547523415113,0.3237470360603978,0.4860577305855735,0.6395817281304306,0.5190013478531029,0.6346889981115923,0.2698316017301584,0.5423402060090194,0.14657137577375495,0.4721934846628249,0.27402308963380256,0.31611751435255836,0.8090232938026094,0.7728275301485672,0.6522845302267942,0.22692180883185525,0.42089788757629953,0.8032744249947958,0.5354292284099762,1.0798323849954237,0.598329459848593,0.5480122791225079,0.4227208839493747,0.5333852261955705,0.46188254090486414,0.5256364237116765,0.6128938552566088,0.2536633689270944,0.13609120535951597,0.032137416577879774,0.5145565806539466,0.16672964575564372,0.03273415099137891,0.4844672285407842,0.8126161459797356,0.43501626379178715,0.43810061182678045,0.5204573396368912,0.4752775867022143,0.7297691207469421,0.42743136395283715,0.5668480785179757,0.5804244515490034
relax,0.3329773865892378,0.7480105873841307,0.45626006082614784,62.212742025357755,0.6341274608926009,0.2753830045522407,0.5070452893422821,0.4977202508389491,0.7714738914578945,0.6186745582199882,0.493743260313714,0.7044415748000717,0.8475518872543284,0.6394525765879655,0.5025881549608452,0.1720409419124601,0.23372158423115685,0.4236938239113331,0.3476219494601792,0.4532571742536385,0.5141624812242768,0.6324231885891827,0.4823753054852272,0.6216254109565504,0.51611860370253,0.006133358411532175,0.2651661515453114,0.46397811106959613,0.1975763142897231,0.6499821824990512,0.8826877080859243,0.8046904629243292,0.3467658104582158,0.723591478082375,0.4489567496884734,0.33839582228779386,0.27205810759388344,0.34827687971009863,0.2997197181320563,0.4646900176484906,0.43822183061967873,0.36227636588911866,0.5316677227039025,0.4924532775262498,0.737388533860331,0.12877550788752412,0.1384802837254887,0.7335799778098184,0.15828032539614473,0.44380864952682914
sad,0.20747174348516012,0.04950489060499508,0.635365682051197,137.95775801513236,0.35587239981832014,0.14776057303622747,0.3634388879368793,0.5979510013506366,0.13027210780646786,0.5458399799447889,0.4961725377067511,0.6448228749002721,0.5298950921035384,0.25673276477961116,0.7991428754161228,0.4603676067432575,0.49317386512251704,0.266683010231701,0.38917943720212245,0.2787993214932748,0.45676348501914427,0.9279271200355859,0.15702471426716091,0.09660965053081472,0.8677925818734021,0.4476690807120335,0.33273181533502083,0.7599761718490191,0.348596115065784,0.956502428386734,0.6694814678348173,0.37802214796357436,0.8069220560823682,0.2890208971370759,0.5729514920639035,0.46789610882650656,0.6478200003270721,0.7307038918689289,0.37785268124135035,0.26689547647921563,0.4989477357439832,0.23915200434613812,0.8756022145787391,0.3297588437354376,0.40866961217197284,0.5461700764662271,0.16321842761757588,0.2570964903723371,0.8001034769861064,0.3357764302571511
